textPayload,insertId,resource.type,resource.labels.task_name,resource.labels.job_id,resource.labels.project_id,timestamp,severity,logName,receiveTimestamp,jsonPayload.pathname,jsonPayload.created,jsonPayload.lineno,jsonPayload.message,jsonPayload.levelname,"labels.""compute.googleapis.com/zone""","labels.""ml.googleapis.com/job_id/log_area""","labels.""compute.googleapis.com/resource_name""","labels.""ml.googleapis.com/trial_id""","labels.""compute.googleapis.com/resource_id"""
,1f25m71fo7f8sb,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-05-31T17:30:53.987920045Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-31T17:30:57.225156910Z,/root/.local/lib/python2.7/site-packages/trainer/task.py,1559323853.98792,48,test RMSE = 0.99,INFO,us-east1-c,tensorflow,cmle-training-14628165871675773225,314,7842430845244463839
,1u1n8n7fnqszwz,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-05-31T16:47:17.743225097Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-31T16:47:21.239324215Z,/root/.local/lib/python2.7/site-packages/trainer/task.py,1559321237.743225,48,test RMSE = 0.98,INFO,us-east1-c,tensorflow,cmle-training-16533790988436863664,308,649486107739481877
,g3jpz2fnu5dc2,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-05-31T15:49:06.058706045Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-31T15:49:06.410132969Z,/root/.local/lib/python2.7/site-packages/trainer/task.py,1559317746.058706,48,test RMSE = 0.98,INFO,us-east1-c,tensorflow,cmle-training-4526419893282444094,300,3674146994074219192
,6yb1xofm3e37z,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-05-31T14:16:49.879441976Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-31T14:16:53.212052333Z,/root/.local/lib/python2.7/site-packages/trainer/task.py,1559312209.879442,48,test RMSE = 0.99,INFO,us-east1-c,tensorflow,cmle-training-2383499396002109545,287,7322471298252965974
,1eb5yrffpqrh1,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-05-31T09:42:07.968149900Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-31T09:42:10.989769027Z,/root/.local/lib/python2.7/site-packages/trainer/task.py,1559295727.96815,48,test RMSE = 0.99,INFO,us-east1-c,tensorflow,cmle-training-5918782512918406335,248,7642037781566146737
,10d3eptffl004v,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-05-31T09:00:28.870373964Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-31T09:00:32.637269685Z,/root/.local/lib/python2.7/site-packages/trainer/task.py,1559293228.870374,48,test RMSE = 0.98,INFO,us-east1-c,tensorflow,cmle-training-384784069519615622,242,1407368889966088825
,134jgw7f4hq1uj,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-05-30T14:09:49.463028907Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-30T14:09:52.435954214Z,/root/.local/lib/python2.7/site-packages/trainer/task.py,1559225389.463029,48,test RMSE = 0.98,INFO,us-east1-c,tensorflow,cmle-training-14050647174404311488,82,24645486602509695
,1nnwe8nf6i2y1g,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-05-30T12:31:06.695591926Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-30T12:31:10.722756515Z,/root/.local/lib/python2.7/site-packages/trainer/task.py,1559219466.695592,48,test RMSE = 0.99,INFO,us-east1-c,tensorflow,cmle-training-9488803259652491949,68,5982679498922029701
,1vfpb9df35ny3v,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-05-30T11:14:23.401496887Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-30T11:14:26.755568236Z,/root/.local/lib/python2.7/site-packages/trainer/task.py,1559214863.401497,48,test RMSE = 0.99,INFO,us-east1-c,tensorflow,cmle-training-6850977136699013599,57,885960654798849168
,ldgclcf1qm65b,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-05-30T06:15:41.784864902Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-30T06:15:44.033292631Z,/root/.local/lib/python2.7/site-packages/trainer/task.py,1559196941.784865,48,test RMSE = 0.99,INFO,us-east1-c,tensorflow,cmle-training-16609730227829661576,14,5855980033864288915
,1ohxd1ng34wccg0,ml_job,master-replica-0,wals_ml_tune_20190530_044150,my-tf-2019,2019-05-30T06:02:01.964607954Z,INFO,projects/my-tf-2019/logs/master-replica-0,2019-05-30T06:02:05.544392297Z,/root/.local/lib/python2.7/site-packages/trainer/task.py,1559196121.964608,48,test RMSE = 0.99,INFO,us-east1-c,tensorflow,cmle-training-16915290600905829803,12,5415013027164639184
